Births (1-year) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName  Year          Female      Male     Total
FRATNP   1896          423965    441621    865586
FRATNP   1897          420824    438283    859107
FRATNP   1898          412568    431365    843933
FRATNP   1899          417618    435485    853103
FRATNP   1900          407631    425139    832770
FRATNP   1901          422860    440012    862872
FRATNP   1902          416494    434410    850904
FRATNP   1903          407737    424343    832080
FRATNP   1904          403706    419836    823542
FRATNP   1905          397596    414908    812504
FRATNP   1906          397710    414266    811976
FRATNP   1907          379783    397950    777733
FRATNP   1908          388927    408409    797336
FRATNP   1909          378562    395960    774522
FRATNP   1910          380859    398478    779337
FRATNP   1911          365811    381304    747115
FRATNP   1912          368496    386651    755147
FRATNP   1913          366443    384341    750784
FRATNP   1914          292894    304592    597486
FRATNP   1915          190141    199213    389354
FRATNP   1916          153720    161439    315159
FRATNP   1917          168276    176461    344737
FRATNP   1918          194565    207534    402099
FRATNP   1919          197134    209185    406319
FRATNP   1920          406101    432036    838137
FRATNP   1921          398074    418451    816525
FRATNP   1922          372584    391789    764373
FRATNP   1923          372707    393181    765888
FRATNP   1924          369998    387875    757873
FRATNP   1925          377426    397029    774455
FRATNP   1926          377079    394611    771690
FRATNP   1927          365864    382238    748102
FRATNP   1928          367373    386197    753570
FRATNP   1929          358708    375432    734140
FRATNP   1930          369376    384644    754020
FRATNP   1931          360700    376911    737611
FRATNP   1932          354977    371322    726299
FRATNP   1933          334427    347967    682394
FRATNP   1934          333554    347964    681518
FRATNP   1935          315524    328346    643870
FRATNP   1936          311360    322984    634344
FRATNP   1937          304524    316929    621453
FRATNP   1938          301362    314220    615582
FRATNP   1939          287746    298980    586726
FRATNP   1940          263864    274892    538756
FRATNP   1941          242979    252585    495564
FRATNP   1942          266364    281487    547851
FRATNP   1943          284103    301991    586094
