Life tables (cohort 5x1), Total 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
CHE        1886        90-94     0.25910  0.74426  2.14    4720    3513   13557    16699   3.54
CHE        1886        95-99     0.37423  0.86020  1.86    1207    1038    2775     3142   2.60
CHE        1886       100-104    0.44935  0.92701  1.83     169     156     348      367   2.18
CHE        1886       105-109    0.63723  1.00000  1.57      12      12      19       19   1.57
CHE        1886       110+             .        .     .       0       0       0        0      .
CHE        1887           0      0.18674  0.16531  0.31  100000   16531   88523  5081272  50.81
CHE        1887         1-4      0.01797  0.06867  1.41   83469    5732  319056  4992750  59.82
CHE        1887         5-9      0.00471  0.02324  2.08   77737    1807  383411  4673693  60.12
CHE        1887        10-14     0.00254  0.01263  2.47   75931     959  377228  4290283  56.50
CHE        1887        15-19     0.00455  0.02252  2.75   74972    1688  371062  3913055  52.19
CHE        1887        20-24     0.00527  0.02602  2.52   73283    1907  361686  3541993  48.33
CHE        1887        25-29     0.00499  0.02463  2.42   71377    1758  352344  3180306  44.56
CHE        1887        30-34     0.00826  0.04031  2.07   69619    2806  339862  2827962  40.62
CHE        1887        35-39     0.00511  0.02523  2.53   66812    1685  329907  2488100  37.24
CHE        1887        40-44     0.00614  0.03026  2.60   65127    1971  320903  2158193  33.14
CHE        1887        45-49     0.00765  0.03757  2.57   63156    2373  310011  1837290  29.09
CHE        1887        50-54     0.01030  0.05023  2.59   60784    3053  296558  1527278  25.13
CHE        1887        55-59     0.01395  0.06760  2.69   57731    3902  279649  1230720  21.32
CHE        1887        60-64     0.02031  0.09684  2.61   53828    5213  256700   951072  17.67
CHE        1887        65-69     0.03143  0.14612  2.60   48615    7104  226035   694371  14.28
CHE        1887        70-74     0.04681  0.21050  2.61   41512    8738  186658   468336  11.28
CHE        1887        75-79     0.07602  0.31975  2.52   32773   10479  137852   281679   8.59
CHE        1887        80-84     0.11983  0.45801  2.43   22294   10211   85213   143827   6.45
CHE        1887        85-89     0.17458  0.59310  2.30   12083    7167   41049    58614   4.85
CHE        1887        90-94     0.25407  0.73599  2.14    4917    3619   14242    17565   3.57
CHE        1887        95-99     0.37478  0.87324  1.94    1298    1133    3024     3323   2.56
CHE        1887       100-104    0.54335  0.93333  1.48     165     154     283      298   1.81
CHE        1887       105-109    0.69157  1.00000  1.45      11      11      16       16   1.45
CHE        1887       110+             .        .     .       0       0       0        0      .
CHE        1888           0      0.17716  0.15776  0.31  100000   15776   89047  5168108  51.68
CHE        1888         1-4      0.01740  0.06659  1.39   84224    5608  322251  5079061  60.30
CHE        1888         5-9      0.00462  0.02279  2.00   78616    1791  387702  4756810  60.51
CHE        1888        10-14     0.00257  0.01278  2.48   76824     982  381650  4369108  56.87
CHE        1888        15-19     0.00412  0.02040  2.64   75842    1547  375554  3987458  52.58
CHE        1888        20-24     0.00535  0.02641  2.46   74295    1962  366491  3611904  48.62
CHE        1888        25-29     0.00516  0.02552  2.68   72333    1846  357387  3245413  44.87
CHE        1888        30-34     0.00757  0.03694  1.76   70487    2604  343986  2888026  40.97
CHE        1888        35-39     0.00502  0.02480  2.56   67883    1683  335303  2544040  37.48
CHE        1888        40-44     0.00616  0.03036  2.61   66200    2010  326204  2208738  33.36
CHE        1888        45-49     0.00759  0.03727  2.51   64190    2392  315001  1882534  29.33
CHE        1888        50-54     0.00961  0.04693  2.55   61798    2900  301878  1567533  25.37
CHE        1888        55-59     0.01382  0.06688  2.60   58897    3939  285015  1265655  21.49
CHE        1888        60-64     0.02013  0.09600  2.60   54958    5276  262156   980640  17.84
CHE        1888        65-69     0.03028  0.14132  2.64   49682    7021  231840   718485  14.46
CHE        1888        70-74     0.04620  0.20848  2.66   42661    8894  192514   486645  11.41
CHE        1888        75-79     0.07558  0.31879  2.55   33767   10765  142434   294130   8.71
CHE        1888        80-84     0.11556  0.44574  2.44   23003   10253   88728   151697   6.59
CHE        1888        85-89     0.16826  0.57916  2.31   12749    7384   43884    62968   4.94
CHE        1888        90-94     0.26062  0.75057  2.18    5365    4027   15452    19085   3.56
CHE        1888        95-99     0.34574  0.84037  1.94    1338    1125    3253     3632   2.71
CHE        1888       100-104    0.55423  0.94828  1.53     214     203     366      379   1.78
CHE        1888       105-109    0.79278  1.00000  1.26      11      11      14       14   1.26
CHE        1888       110+             .        .     .       0       0       0        0      .
CHE        1889           0      0.17427  0.15546  0.31  100000   15546   89208  5214013  52.14
CHE        1889         1-4      0.01674  0.06419  1.43   84454    5421  323897  5124805  60.68
CHE        1889         5-9      0.00405  0.02003  2.08   79033    1583  390540  4800908  60.75
CHE        1889        10-14     0.00256  0.01271  2.57   77449     984  384851  4410368  56.95
CHE        1889        15-19     0.00441  0.02181  2.66   76465    1668  378418  4025517  52.65
CHE        1889        20-24     0.00495  0.02443  2.55   74797    1828  369516  3647099  48.76
CHE        1889        25-29     0.00802  0.03954  3.18   72970    2885  359585  3277582  44.92
CHE        1889        30-34     0.00502  0.02477  2.37   70085    1736  345854  2917998  41.64
CHE        1889        35-39     0.00509  0.02516  2.59   68349    1719  337593  2572144  37.63
CHE        1889        40-44     0.00589  0.02905  2.57   66629    1936  328451  2234551  33.54
CHE        1889        45-49     0.00728  0.03577  2.58   64694    2314  317878  1906100  29.46
CHE        1889        50-54     0.00971  0.04742  2.57   62379    2958  304714  1588222  25.46
CHE        1889        55-59     0.01424  0.06891  2.65   59421    4095  287485  1283508  21.60
CHE        1889        60-64     0.01908  0.09125  2.62   55326    5049  264639   996023  18.00
CHE        1889        65-69     0.02990  0.13948  2.60   50278    7013  234557   731384  14.55
CHE        1889        70-74     0.04612  0.20784  2.63   43265    8992  194981   496828  11.48
CHE        1889        75-79     0.07377  0.31278  2.57   34273   10720  145309   301846   8.81
CHE        1889        80-84     0.11343  0.43947  2.44   23553   10351   91257   156537   6.65
CHE        1889        85-89     0.17035  0.58308  2.30   13202    7698   45188    65280   4.94
CHE        1889        90-94     0.25070  0.72987  2.14    5504    4017   16024    20092   3.65
CHE        1889        95-99     0.35067  0.84513  1.94    1487    1257    3583     4068   2.74
CHE        1889       100-104    0.47354  0.95161  1.86     230     219     463      484   2.10
